"docid" "Reference"
"59080457cf58f10e21594302" "Locock, Andrew J.; Mussieux, Ron; Tyson, Rod, 2006, Minerals of the Pine Point Lead-Zinc Deposits Northwest Territories Canada, Rocks & Minerals, 81, 1, 24--32, 10.3200/RMIN.81.1.24-32"
"5779ed62cf58f194e9fb6942" "ALLEN, VICTOR T.; FAHEY, JOSEPH J., 1957, SOME PYROXENES ASSOCIATED WITH PYROMETASOMATIC ZINC DEPOSITS IN MEXICO AND NEW MEXICO, Geol Soc America Bull, 68, 7, 881, 10.1130/0016-7606(1957)68[881:spawpz]2.0.co;2"
"5c2552c51faed655488a6b7e" "Van Kranendonk, Martin J.; Beard, Brian L.; Johnson, Clark M., 2018, A multistage origin for Neoarchean layered hematite-magnetite iron formation from the Weld Range, Yilgarn Craton, Western Australia, Chemical Geology, 488, , 125--137, 10.1016/j.chemgeo.2018.04.019"
"54efba1fe138237cc9152c3d" "Babinski, M.; Monteiro, L.V.S.; Fetter, A.H.; Bettencourt, J.S.; Oliveira, T.F., 2005, Isotope geochemistry of the mafic dikes from the Vazante nonsulfide zinc deposit, Brazil, Journal of South American Earth Sciences, 18, 3-4, 293--304, 10.1016/j.jsames.2004.11.010"
"57a1d11ccf58f11c851e2902" "Aguirre-Diaz, G. J.; Aguillon-Robles, A.; Tristan-Gonzalez, M.; Labarthe-Hernandez, G.; Lopez-Martinez, M.; Bellon, H.; Nieto-Obregon, J., 2013, Geologic setting of the Pena de Bernal Natural Monument, Queretaro, Mexico: An endogenous volcanic dome, Geosphere, 9, 3, 557--571, 10.1130/ges00843.1"
"58d049edcf58f13d04226406" "Krassay, A. A.; Bradshaw, B. E.; Domagala, J.; Jackson, M. J., 2000, Siliciclastic shoreline to growth‐faulted, turbiditic sub‐basins: The Proterozoic River Supersequence of the upper McNamara Group on the Lawn Hill Platform, northern Australia, Australian Journal of Earth Sciences, 47, 3, 533--562, 10.1046/j.1440-0952.2000.00790.x"
"559c7bb1e138230816dad3da" "Burmester, R. F., 1985, Preliminary geologic map of the Leonia area, Idaho and Montana, Open-File Report, , , , "
"58cf8518cf58f1bb7fcc7c85" "Carter, R. M.; Lindqvist, J. K.; Norris, R. J., 1982, Oligocene unconformities and nodular phosphate — hardground horizons in western Southland and northern West Coast, Journal of the Royal Society of New Zealand, 12, 1, 11--41, 10.1080/03036758.1982.10427164"
"55b73969e13823bd29ba8040" "Davidson, E.S., 1967, Geology of the Circle Cliffs area, Garfield and Kane Counties, Utah, Bulletin, , , , 10.3133/b1229"
"57437fbfcf58f138ce0c9aa6" "WANG, Lishe; ZHANG, Fuxin; LI, Zhiming; HOU, Junfu; WANG, Xiaohong, 2014, The Geological Characteristics of Black Shale Series in the Qinling Mountains, Shaanxi, China, Acta Geologica Sinica - English Edition, 88, s2, 263--263, 10.1111/1755-6724.12370_9"
"580c4055cf58f1815b8bcf58" "Furlanetto, F.; Thorkelson, D.J.; Rainbird, R.H.; Davis, W.J.; Gibson, H.D.; Marshall, D.D., 2016, The Paleoproterozoic Wernecke Supergroup of Yukon, Canada: Relationships to orogeny in northwestern Laurentia and basins in North America, East Australia, and China, Gondwana Research, , , 14--40, 10.1016/j.gr.2016.06.007"
"55b3c7cfe138231cbdd6d3c2" "Gates, Olcott; Moench, R. H., 1981, Bimodal Silurian and Lower Devonian volcanic rock assemblages in the Machias-Eastport area, Maine, Professional Paper, , , , "
"58b9fcd7cf58f1a8b9e1b482" "Dogramaci, Shawan; McLean, Laura; Skrzypek, Grzegorz, 2017, Hydrochemical and stable isotope indicators of pyrite oxidation in carbonate-rich environment; the Hamersley Basin, Western Australia, Journal of Hydrology, , , 288--298, 10.1016/j.jhydrol.2016.12.009"
"580b91b6cf58f14ba918ac33" "Spandler, Carl; Hammerli, Johannes; Sha, Peng; Hilbert-Wolf, Hannah; Hu, Yi; Roberts, Eric; Schmitz, Mark, 2016, MKED1: A new titanite standard for in situ analysis of Sm–Nd isotopes and U–Pb geochronology, Chemical Geology, , , 110--126, 10.1016/j.chemgeo.2016.01.002"
"54b4324be138239d8684a514" "Campbell, Kathleen A., 2006, Hydrocarbon seep and hydrothermal vent paleoenvironments and paleontology: Past developments and future research directions, Palaeogeography, Palaeoclimatology, Palaeoecology, 232, 2-4, 362--407, 10.1016/j.palaeo.2005.06.018"
"56820dfdcf58f1ba274d4d55" "TURNER, SUSAN; BURROW, CAROLE J.; WARREN, ANNE, 2005, GYRACANTHIDES HAWKINSI SP. NOV. (ACANTHODII, GYRACANTHIDAE) FROM THE LOWER CARBONIFEROUS OF QUEENSLAND, AUSTRALIA, WITH A REVIEW OF GYRACANTHID TAXA, Palaeontology, 48, 5, 963--1006, 10.1111/j.1475-4983.2005.00479.x"
"57766379cf58f151025b708b" "GBABAU, A. W., 1917, Stratigraphic relationships of the Tully limestone and the Genesee shale in eastern North America, Geological Society of America Bulletin, 28, 1, 945--958, 10.1130/gsab-28-945"
"570e45bccf58f1409e58672a" "EDWARDS, DIANNE, 1993, Cells and tissues in the vegetative sporophytes of early land plants, New Phytologist, 125, 2, 225--247, 10.1111/j.1469-8137.1993.tb03879.x"
"573111c5cf58f175602a6d33" "Karen A. Cochran (2); R. Douglas El, 1987, Paleomagnetic Dating of Liesegang Bands, SEPM Journal of Sedimentary Research, Vol. 57, , , 10.1306/212f8be3-2b24-11d7-8648000102c1865d"
"583c4eb8cf58f153717b92df" "Lin, Xueju; Kennedy, David; Fredrickson, Jim; Bjornstad, Bruce; Konopka, Allan, 2012, Vertical stratification of subsurface microbial community composition across geological formations at the Hanford Site, Environmental Microbiology, 14, 2, 414--425, 10.1111/j.1462-2920.2011.02659.x"
"54b4327be138239d86852bc5" "Scotchman, I.C.; Carr, A.D.; Astin, T.R.; Kelly, J., 2002, Pore fluid evolution in the Kimmeridge Clay Formation of the UK Outer Moray Firth: implications for sandstone diagenesis, Marine and Petroleum Geology, 19, 3, 247--273, 10.1016/S0264-8172(02)00016-8"
"54b4328ae138239d868554b2" "Donnelly, Terrence Henry; Jackson, Michael James, 1988, Sedimentology and geochemistry of a mid-Proterozoic lacustrine unit from northern Australia, Sedimentary Geology, 58, 2-4, 145--169, 10.1016/0037-0738(88)90067-X"
"55c1652ecf58f1a8110b7ffb" "Gill, Benjamin C.; Lyons, Timothy W.; Frank, Tracy D., 2008, Behavior of carbonate-associated sulfate during meteoric diagenesis and implications for the sulfur isotope paleoproxy, Geochimica et Cosmochimica Acta, 72, 19, 4699--4711, 10.1016/j.gca.2008.07.001"
"5789ffd2cf58f1ab77fab109" "Sample, J. C.; Fisher, D. M., 1986, Duplex accretion and underplating in an ancient accretionary complex, Kodiak Islands, Alaska, Geol, 14, 2, 160, 10.1130/0091-7613(1986)14<160:daauia>2.0.co;2"
"584a8b3ecf58f195ca481b67" "Swart, Peter K., 2011, Citation of John Hudson for Honorary Membership of the International Association of Sedimentologists, Sedimentology, 58, 3, 827--828, 10.1111/j.1365-3091.2010.01234.x"
"5907bdfccf58f1b18607fc92" "Mines, Ed, 2000, The Mineralogy, Geology, and Mining History of the Telluride District, San Miguel County, Colorado: Part 2-Other Mines and Veins of Marshall Basin and the Mines and Veins of Coronet, Savage, and lngram Basins, Rocks & Minerals, 75, 6, 378--401, 10.1080/00357520009605663"
"55b2de52e138231cbdd6cec8" "Back, William, 1966, Hydrochemical facies and ground-water flow patterns in northern part of Atlantic Coastal Plain, Professional Paper, , , , 10.3133/pp498A"
"58ae110dcf58f1a346040f1e" "Wood, Gordon D., 2009, Biological implications of uniquely preserved hoegklintia dorning 1981 (acritarcha) from the lower Silurian, mid‐continent, United States, Palynology, 33, 2, 85--97, 10.1080/01916122.2009.9989686"
"55b7465fe13823bd29ba8096" "Wanty, Richard B.; Pitman, Janet K.; Fouch, Thomas D., 1991, Ground-water chemistry and diagenetic reactions in Tertiary sandstones of the Green River and Wasatch formations, Uinta Basin, Utah, Bulletin, , , , "
"55b8331fe13823bd29ba861a" "Vander Meulen, Dean B.; Rytuba, J.J.; King, H.D.; Plouff, Donald; Scott, Douglas F., 1987, Mineral resources of the Honeycombs Wilderness Study Area, Malheur County, Oregon, Bulletin, , , , 10.3133/b1741A"
"5508f377e138238460c4f531" "Hogg, Andrew J.C.; Pearson, Michael J.; Fallick, Anthony E.; Hamilton, P. Joseph, 1995, An integrated thermal and isotopic study of the diagenesis of the Brent group, Alwyn South, U.K. North Sea, Applied Geochemistry, 10, 5, 531--546, 10.1016/0883-2927(95)00024-0"
"55b2c402e138231cbdd6ce3e" "Shawe, Daniel R.; Simmons, George C.; Archbold, Norbert L., 1968, Stratigraphy of Slick Rock district and vicinity, San Miguel and Dolores Counties, Colorado, Professional Paper, , , , 10.3133/pp576A"
"55b3a14be138231cbdd6d2de" "Clark, Joseph C., 1981, Stratigraphy, paleontology, and geology of the central Santa Cruz Mountains, California Coast Ranges, Professional Paper, , , , "
"5c6381821faed6554895abbd" "Hohensee, Steven R.; Stitt, James H., 1989, Redeposited Elvinia Zone (Upper Cambrian) trilobites from the Collier Shale, Ouachita Mountains, west-central Arkansas, Journal of Paleontology, 63, 06, 857--879, 10.1017/S0022336000036544"
"574a06d7cf58f1be48506365" "Strauss, Harald; Bengtson, Stefan; Myrow, Paul M.; Vidal, Gonzalo, 1992, Stable isotope geochemistry and palynology of the late Precambrian to Early Cambrian sequence in Newfoundland, Canadian Journal of Earth Sciences, 29, 8, 1662--1673, 10.1139/e92-131"
"54e682dce138237cc91505b3" "Glikson, M.; Chappell, B.W.; Freeman, R.S.; Webber, E., 1985, Trace elements in oil shales, their source and organic association with particular reference to Australian deposits, Chemical Geology, 53, 1-2, 155--174, 10.1016/0009-2541(85)90028-2"
"54b4324de138239d8684abf7" "Kaiser, Sandra Isabella; Becker, Ralf Thomas; Steuber, Thomas; Aboussalam, Sarah Zhor, 2011, Climate-controlled mass extinctions, facies, and sea-level changes around the Devonian–Carboniferous boundary in the eastern Anti-Atlas (SE Morocco), Palaeogeography, Palaeoclimatology, Palaeoecology, 310, 3-4, 340--364, 10.1016/j.palaeo.2011.07.026"
"5d04f3390b45c76caf8eb14f" "Deveci, H.; Ball, T., 2010, A Visual Insight into the Oxidation of Sulfide Minerals During Bioleaching and Chemical Leaching of a Complex Ore, Mineral Processing and Extractive Metallurgy Review, 31, 3, 176--190, 10.1080/08827508.2010.482859"
"5b6eb3cdcf58f13c68e2d5ea" "Rasmussen, Birger; Muhling, Janet R.; Suvorova, Alexandra; Krapež, Bryan, 2016, Dust to dust: Evidence for the formation of “primary” hematite dust in banded iron formations via oxidation of iron silicate nanoparticles, Precambrian Research, 284, , 49--63, 10.1016/j.precamres.2016.07.003"
"55b70100e13823bd29ba7ec1" "Ratte, James Clifford; Gaskill, D.L.; Eaton, G.P.; Peterson, D.L.; Stotelmeter, R.B.; Meeves, H.C., 1979, Mineral resources of the Gila Primitive Area and Gila Wilderness, Catron and Grant counties, New Mexico, Bulletin, , , , 10.3133/b1451"
"55b739b8e13823bd29ba8042" "Lund, Karen; Esparza, Leon E., 1990, Mineral resources of the Gospel-Hump Wilderness, Idaho County, Idaho, Bulletin, , , , 10.3133/b1812"
"54b4326be138239d86850051" "Talyzina, Nina M.; Moldowan, J.Michael; Johannisson, Anders; Fago, Frederick J., 2000, Affinities of Early Cambrian acritarchs studied by using microscopy, fluorescence flow cytometry and biomarkers, Review of Palaeobotany and Palynology, 108, 1-2, 37--53, 10.1016/S0034-6667(99)00032-9"
"54b74b19e138230a74d1589c" "Leveridge, B.E., 2011, The Looe, South Devon and Tavy basins: the Devonian rifted passive margin successions, Proceedings of the Geologists' Association, 122, 4, 616--717, 10.1016/j.pgeola.2011.03.005"
"54b43275e138239d86851ada" "Morgan, P.J; DeCristoforo, D.T, 1980, Geological evolution of the Ishpeming Greenstone Belt, Michigan, U.S.A., Precambrian Research, 11, 1, 23--41, 10.1016/0301-9268(80)90079-0"
"581e3ca0cf58f1683cf35da8" "Weber, Bodo; Mota, Asdrulymar; Helenes, Javier; Ramírez, Rafael; Valencia, Yoryi, 2016, Age and provenance of Late Miocene-Early Pliocene sedimentary rocks from the Patao high hydrocarbon reservoir offshore NE Venezuela – U-Pb detrital zircon age, Sm-Nd isotope, and biostratigraphic data, Journal of Natural Gas Science and Engineering, , , 459--473, 10.1016/j.jngse.2016.03.058"
"57740ca8cf58f166673d73fe" "Li, Yifan; Schieber, Juergen, 2015, On the origin of a phosphate enriched interval in the Chattanooga Shale (Upper Devonian) of Tennessee—A combined sedimentologic, petrographic, and geochemical study, Sedimentary Geology, , , 40--61, 10.1016/j.sedgeo.2015.09.005"
"55a06d95e1382381ff3644d9" "Gonzales, David A., 1988, A geologic investigation of the early Proterozoic Irving Formation, southeastern Needle Mountains, Colorado, Open-File Report, , , , 10.3133/ofr88660"
"572f2210cf58f1251505dfa6" "Donald H. Zenger, 1973, Syntaxial Calcite Borders on Dolomite Crystals, Little Falls Formation (Upper Cambrian), New York, SEPM Journal of Sedimentary Research, Vol. 43, , , 10.1306/74d726f8-2b21-11d7-8648000102c1865d"
"55b2ee70e138231cbdd6cf1b" "Shawe, Daniel R., 1976, Sedimentary rock alteration in the Slick Rock District, San Miguel and Dolores counties, Colorado, Professional Paper, , , , "
"584aa178cf58f19c3c0fb294" "Kendall, Alan C., 2001, Late diagenetic calcitization of anhydrite from the Mississippian of Saskatchewan, western Canada, Sedimentology, 48, 1, 29--55, 10.1111/j.1365-3091.2001.00350.x"
"558fdb9de13823109f3eec37" "Brockman, A.R., 1997, Geohydrology of the shallow aquifer system, Naval Weapons Station Yorktown, Yorktown, Virginia, Water-Resources Investigations Report, , , , 10.3133/wri974188"
"54b43274e138239d86851694" "Winter, Bryce L.; Knauth, L.Paul, 1992, Stable isotope geochemistry of cherts and carbonates from the 2.0 Ga gunflint iron formation: implications for the depositional setting, and the effects of diagenesis and metamorphism, Precambrian Research, 59, 3-4, 283--313, 10.1016/0301-9268(92)90061-R"
"56b600eecf58f14c238d36e6" "ROWE, DAVID J. M., 1990, Mundicrumble, Geology Today, 6, 3, 91--91, 10.1111/j.1365-2451.1990.tb00712.x"
"55986060e1382390cc640d3f" "Kreuzer, O.P.; Markwitz, V.; Porwal, A.K.; McCuaig, T.C., 2010, A continent-wide study of Australia's uranium potential Part I: GIS-assisted manual prospectivity analysis, Ore Geology Reviews, 38, 4, 334--366, 10.1016/j.oregeorev.2010.08.003"
"56752c28cf58f122156078d3" "Mahlen, Nancy J.; Beard, Brian L.; Johnson, Clark M.; Lapen, Thomas J., 2008, An investigation of dissolution methods for Lu-Hf and Sm-Nd isotope studies in zircon- and garnet-bearing whole-rock samples, Geochemistry, Geophysics, Geosystems, 9, 1, n/a--n/a, 10.1029/2007GC001605"
"55985474e1382390cc640cfb" "le Roux, J.P., 1993, Genesis of stratiform UMo deposits in the Karoo Basin of South Africa, Ore Geology Reviews, 7, 6, 485--509, 10.1016/0169-1368(93)90012-N"
"55ae8b8be13823763a830c57" "Flohr, Marta J.; Dillenburg, Roberta G.; Plumlee, Geoffrey S., 1995, Characterization of secondary minerals formed as the result of weathering of the Anakeesta Formation, Alum Cave, Great Smoky Mountains National Park, Tennessee, Open-File Report, , , , "
"5590e288e13823109f3ef2a7" "Englund, Kenneth John; Windolph, J. F.; Weber, J. C.; Thomas, R. E.; Dryden J. W., 1983, Test drilling for coal in 1982-83 in the Jefferson National Forest, Virginia : part 1, Lithologic descriptions and geophysical logs of coreholes in the southwestern Virginia coal field, Dickenson, Lee, Scott, and Wise Counties, Virginia, Open-File Report, , , , "
"5c33f6991faed655488bdd05" "Andrews, P.B.; Ovenshine, A.T., NA, Terrigenous Silt and Clay Facies: Deposits of the Early Phase of Ocean Basin Evolution, Initial Reports of the Deep Sea Drilling Project, 29, , , 10.2973/dsdp.proc.29.131.1975"
"55c2de75cf58f1a8110b8bce" ", 2005, Goldschmidt Conference Abstracts 2005, Geochimica et Cosmochimica Acta, 69, 10, 551--600, 10.1016/j.gca.2005.03.033"
"56b974d2cf58f14c238d4b2e" "Wilson, Heather M.; Martill, David M., 2001, A New Japygid Dipluran from the Lower Cretaceous of Brazil, Palaeontology, 44, 5, 1025--1031, 10.1111/1475-4983.00213"
"5632b7cdcf58f10c477feb2e" "Roerdink, Desiree L.; Mason, Paul R.D.; Whitehouse, Martin J.; Reimer, Thomas, 2013, High-resolution quadruple sulfur isotope analyses of 3.2Ga pyrite from the Barberton Greenstone Belt in South Africa reveal distinct environmental controls on sulfide isotopic arrays, Geochimica et Cosmochimica Acta, , , 203--215, 10.1016/j.gca.2013.04.027"
"579f4c8dcf58f125f602af66" "Liu, A. G.; McIlroy, D.; Brasier, M. D., 2010, First evidence for locomotion in the Ediacara biota from the 565 Ma Mistaken Point Formation, Newfoundland: REPLY, Geology, 38, 10, e224--e224, 10.1130/g31448y.1"
"58d034e8cf58f1362f9809ab" "Betts, P. G.; Lister, G. S., 2002, Geodynamically indicated targeting strategy for shale‐hosted massive sulfide Pb–Zn–Ag mineralisation in the Western Fold Belt, Mt Isa terrane, Australian Journal of Earth Sciences, 49, 6, 985--1010, 10.1046/j.1440-0952.2002.00965.x"
"5b6b8b39cf58f1165c24a03c" "Seccombe, P. K.; Ju, J.; Andrew, A. S.; Gulson, B. L.; Mizon, K. J., 1993, Nature and evolution of metamorphic fluids associated with turbidite-hosted gold deposits: Hill End goldfield, NSW, Australia, Mineralogical Magazine, 57, 388, 423--436, 10.1180/minmag.1993.057.388.06"
"574de89fcf58f15ed0f77bb0" "Dalrymple, R. W.; Narbonne, G. M., 1996, Continental slope sedimentation in the Sheepbed Formation (Neoproterozoic, Windermere Supergroup), Mackenzie Mountains, N.W.T., Canadian Journal of Earth Sciences, 33, 6, 848--862, 10.1139/e96-064"
"54b43264e138239d8684ebf1" "Noble, Paula; Renne, Paul, 1990, Paleoenvironmental and biostratigraphic significance of siliceous microfossils of the Permo-Triassic Redding Section, Eastern Klamath Mountains, California, Marine Micropaleontology, 15, 3-4, 379--391, 10.1016/0377-8398(90)90021-D"
"54b6059be138230a74d15346" "Brill, B.A., 1989, Deformation and recrystallization microstructures in deformed ores from the CSA mine, Cobar, N.S.W., Australia, Journal of Structural Geology, 11, 5, 591--601, 10.1016/0191-8141(89)90090-4"
"573066adcf58f159752cc87b" "Joe H. S. Macquaker (1); Charles D., 1997, The Role of Iron in Mudstone Diagenesis: Comparison of Kimmeridge Clay Formation Mudstones from Onshore and Offshore (UKCS) Localities, SEPM Journal of Sedimentary Research, Vol. 67, , , 10.1306/d426865d-2b26-11d7-8648000102c1865d"
"5900d22dcf58f16712d397e6" "Kettanah, Y. A.; Mory, A. J.; Wach, G. D.; Wingate, M. T. D., 2015, Provenance of the Ordovician–lower Silurian Tumblagooda Sandstone, Western Australia, Australian Journal of Earth Sciences, 62, 7, 817--830, 10.1080/08120099.2015.1117020"
"55b32422e138231cbdd6d041" "Puffett, Willard P., 1974, Geology of the Negaunee Quadrangle, Marquette County, Michigan, Professional Paper, , , , "
"54f924dee138239936c6c70e" "Calver, C.R.; Walter, M.R., 2000, The late Neoproterozoic Grassy Group of King Island, Tasmania: correlation and palaeogeographic significance, Precambrian Research, 1-3, , 299--312, 10.1016/S0301-9268(99)00078-9"
"58d0a571cf58f15be19ff30b" "Wood, B. L.; Large, R. R., 2007, Syngenetic gold in western Victoria: occurrence, age and dimensions, Australian Journal of Earth Sciences, 54, 5, 711--732, 10.1080/08120090701305244"
"55a6ac8ae13823757cc6fb18" "edited by Pratt, Walden P., 1981, Metallic mineral-resource potential of the Rolla 1 degree x 2 degrees Quadrangle, Missouri, as appraised in September 1980, Open-File Report, , , , "
"55b73e36e13823bd29ba8061" "Edited by Gundersen, L. C. S.; Wanty, Richard B., 1991, Field studies of radon in rocks, soils, and water, Bulletin, , , , "
"557522a3e13823980c4918b6" "Bugle, R.C.; Osteryoung, R.A., 1978, Heteroaromatic moieties in Green River oil shale kerogen, Organic Geochemistry, 1, 2, 109--113, 10.1016/0146-6380(78)90007-4"
"54c0454be1382389c54c367e" "Hartog, N.; Griffioen, J.; van Bergen, P.F., 2005, Depositional and paleohydrogeological controls on the distribution of organic matter and other reactive reductants in aquifer sediments, Chemical Geology, 216, 1-2, 113--131, 10.1016/j.chemgeo.2004.11.006"
"56a4ecc9cf58f1944252c230" "Keith, Terry E. C., 1988, Alteration in the Madera limestone and Sandia formation from core hole VC-1 Valles Caldera, New Mexico, Journal of Geophysical Research, 93, B6, 6068, 10.1029/JB093iB06p06068"
"57c59503cf58f125998a957e" "Proemse, B. C.; Grasby, S. E.; Wieser, M. E.; Mayer, B.; Beauchamp, B., 2013, Molybdenum isotopic evidence for oxic marine conditions during the latest Permian extinction, Geology, 41, 9, 967--970, 10.1130/g34466.1"
"558ff001e13823109f3eecac" "Barton, Cynthia; Kozinski, Jane, 1991, Hydrogeology of the region of Greenwich Township, Gloucester County, New Jersey, Water-Resources Investigations Report, , , , "
"54fa8a7be138239936c6ce84" "Whitehead, R.E.S.; Davies, J.F.; Goodfellow, Wayne D., 1990, Isotopic evidence for hydrothermal discharge into anoxic seawater, Sudbury basin, Ontario, Canada, Chemical Geology: Isotope Geoscience section, 86, 1, 49--63, 10.1016/0168-9622(90)90005-W"
"5b6b6100cf58f109829dc524" "Eble, Cortland F.; Greb, Stephen F., 2018, Geochemical, petrographic and palynologic characteristics of two late middle Pennsylvanian (Asturian) coal-to-shale sequences in the eastern Interior Basin, USA, International Journal of Coal Geology, 190, , 99--125, 10.1016/j.coal.2017.09.003"
"54b43273e138239d8685165f" "Cook, N.D.J.; Ashley, P.M., 1992, Meta-evaporite sequence, exhalative chemical sediments and associated rocks in the Proterozoic Willyama Supergroup, South Australia: implications for metallogenesis, Precambrian Research, 56, 3-4, 211--226, 10.1016/0301-9268(92)90102-T"
"579bd7c9cf58f1666f603562" "Sperling, E. A.; Ingle, J. C., 2006, A Permian-Triassic boundary section at Quinn River Crossing, northwestern Nevada, and implications for the cause of the Early Triassic chert gap on the western Pangean margin, Geological Society of America Bulletin, 118, 5-6, 733--746, 10.1130/b25803.1"
"57a2914acf58f15b91107169" "Rasmussen, B.; Krape , B.; Muhling, J. R., 2014, Hematite replacement of iron-bearing precursor sediments in the 3.46-b.y.-old Marble Bar Chert, Pilbara craton, Australia, Geological Society of America Bulletin, 126, 9-10, 1245--1258, 10.1130/b31049.1"
"57e99f1ecf58f1a59ba8dceb" "ESTEVE, JORGE; ZAMORA, SAMUEL; GOZALO, RODOLFO; LIÑÁN, ELADIO, 2010, Sphaeroidal enrolment in middle Cambrian solenopleuropsine trilobites, Lethaia, 43, 4, 478--493, 10.1111/j.1502-3931.2009.00205.x"
"57f9135acf58f1288184061b" "JOHNSON, ANDREW L. A.; LIQUORISH, MARK N.; SHA, JINGENG, 2007, VARIATION IN GROWTH-RATE AND FORM OF A BATHONIAN (MIDDLE JURASSIC) OYSTER IN ENGLAND, and ITS ENVIRONMENTAL IMPLICATIONS, Palaeontology, 50, 5, 1155--1173, 10.1111/j.1475-4983.2007.00698.x"
"558ec6d4e13823109f3ee583" "Nash, J. T.; Siems, D. F.; Hill, R. H., 1985, Geochemical signatures of ore deposits and mineralized rocks from the Cedar Mountains, Mineral and Nye Counties, Nevada, Open-File Report, , , , "
"5d4de7d80b45c76cafa42dab" "Robertson, Frederick N., 1991, Geochemistry of ground water in alluvial basins of Arizona and adjacent parts of Nevada, New Mexico, and California, Professional Paper, , , , 10.3133/pp1406C"
"54e9c4ffe138237cc915134b" "Kelly, S.R.A.; Rawson, P.F., 1983, Some late Jurassic – mid-Cretaceous sections on the East Midlands Shelf, England, as demonstrated on a Field Meeting, 18-20 May 1979, Proceedings of the Geologists' Association, 94, 1, 65--73, 10.1016/S0016-7878(83)80028-5"
"557b65f7e138239225f863dc" "Kososki, B.A.; Reiser, H.N.; Cavit, C.D.; Detterman, R.L., 1978, A gravity study of the northern part of the Arctic National Wildlife Range, Alaska, Bulletin, , , , 10.3133/b1440"
"57ab0cc9cf58f19c57ed9df4" "Dill, Harald G., 2016, Kaolin: Soil, rock and ore from the mineral to the magmatic, sedimentary, and metamorphic environments, Earth-Science Reviews, , , , 10.1016/j.earscirev.2016.07.003"
"57518085cf58f132d6efc76d" "Adair, R.N.; Burwash, R.A., 1996, Evidence for pyroclastic emplacement of the Crowsnest Formation, Alberta, Canadian Journal of Earth Sciences, 33, 5, 715--728, 10.1139/e96-055"
"56816d50cf58f1ba274d448e" "LEPOT, K.; PHILIPPOT, P.; BENZERARA, K.; WANG, G.-Y., 2009, Garnet-filled trails associated with carbonaceous matter mimicking microbial filaments in Archean basalt, Geobiology, 7, 4, 393--402, 10.1111/j.1472-4669.2009.00208.x"
"58cdf446cf58f12c4244fa21" "MacLean, L. C. W.; Pray, T. J.; Onstott, T. C.; Brodie, E. L.; Hazen, T. C.; Southam, G., 2007, Mineralogical, Chemical and Biological Characterization of an Anaerobic Biofilm Collected from a Borehole in a Deep Gold Mine in South Africa, Geomicrobiology Journal, 24, 6, 491--504, 10.1080/01490450701572416"
"56831b37cf58f1479a0ab9f2" "EYLES, NICHOLAS; EYLES, CAROLYN H., 1989, Glacially-influenced deep-marine sedimentation of the Late Precambrian Gaskiers Formation, Newfoundland, Canada, Sedimentology, 36, 4, 601--620, 10.1111/j.1365-3091.1989.tb02088.x"
"557b7e6ae138239225f86458" "Geological Survey (U.S.), 1977, Geochemical survey of the western energy regions, 4th annual progress report, July 1977, Open-File Report, , , , "
"5c65193b1faed6554895cd11" "Lindemann, Richard H.; Yochelson, Ellis L., 1992, Viriatellina (Dacryoconarida) from the Middle Devonian Ludlowville Formation at Alden, New York, Journal of Paleontology, 66, 02, 193--199, 10.1017/S0022336000033709"
"58d0823dcf58f14fe0eb50a8" "Bierlein, F. P.; Haack, U.; Förster, B.; Plimer, I. R., 1996, Lead isotope study on hydrothermal sulfide mineralisation in the Willyama Supergroup, Olary Block, South Australia, Australian Journal of Earth Sciences, 43, 2, 177--187, 10.1080/08120099608728246"
"559358e9e138236ee22183af" "Large, Ross R; Bull, Stuart W; McGoldrick, Peter J, 2000, Lithogeochemical halos and geochemical vectors to stratiform sediment hosted Zn–Pb–Ag deposits Part 2. HYC deposit, McArthur River, Northern Territory, Journal of Geochemical Exploration, 68, 1-2, 105--126, 10.1016/S0375-6742(99)00084-9"
"558c1e81e13823109f3ed701" "McKee, Edwin D.; Crosby, Eleanor J.; and others; With contributions by Ferm, John C.; Keller, Walter D.; Schopf, James M.; Walker, Theodore R.; Wanless, Harold R.; Wright, Cynthia Roseman, 1975, Paleotectonic investigations of the Pennsylvanian system in the United States, part II: interpretive summary and special features of the Pennsylvanian system, Professional Paper, , , , "
"578653e1cf58f10c846f939b" "Dyni, John R.; Hawkins, James E., 1981, Lacustrine turbidites in the Green River Formation, northwestern Colorado, Geol, 9, 5, 235, 10.1130/0091-7613(1981)9<235:ltitgr>2.0.co;2"
"56ab176ccf58f194425336e4" "Downes, P. M.; Seccombe, P. K., 2004, Sulfur isotope distribution in Late Silurian volcanic-hosted massive sulfide deposits of the Hill End Trough, eastern Lachlan Fold Belt, New South Wales, Australian Journal of Earth Sciences, 51, 1, 123--141, 10.1046/j.1400-0952.2003.01048.x"
"559cd9bbe138230816dad56d" "Houston, Robert Stroud; Schuster, J. Eric; Ebbett, Ballard E., 1975, Preliminary report on the distribution of copper and platinum group metals in mafic igneous rocks of the Sierra Madre, Wyoming, Open-File Report, , , , "
"5b6ebaefcf58f13e577f23c4" "Wiemer, Daniel; Schrank, Christoph Eckart; Murphy, David Thomas; Hickman, Arthur H., 2016, Lithostratigraphy and structure of the early Archaean Doolena Gap greenstone belt, East Pilbara Terrane, Western Australia, Precambrian Research, 282, , 121--138, 10.1016/j.precamres.2016.07.005"
